
score_vector_pc=[-4201.400969678127, -3910.1193185412276, -4080.2326381643443, -3960.9384819044, -4023.295234825185, -3935.5059539674558, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.7691000700142, -4107.311431348474, -4150.1405635100655, -4015.724109042112, -4028.9808733785508, -3985.816624441811, -4048.319682184593, -3994.0971740721134, -4097.489068550179, -4076.8403860426943, -4041.426343114343, -3987.510102685698, -3946.9928716670493, -4019.1684519352907, -3975.03249004029, -4049.848313005556, -4075.384538181214, -4077.4983874698155, -3956.1356587527052, -3904.7813704502382, -4050.3573233722373, -4067.1207484863407, -3960.5152636608223, -4011.449373384153, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3951.1734773505905, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4018.4283823733213, -4052.7158318099973, -3987.303976273767, -4027.1520854643763, -4023.1211794490496, -4047.085465564983, -3990.607256557838, -4128.591139761942, -4037.6014739598613, -4301.99283823372, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4042.005598472769, -4105.2736286381005, -4024.4895710196415, -3986.6741573998584, -4031.1219466452485, -4071.7833965043637, -3968.3636348301825, -4076.179659443175, -3985.3639152906617, -3979.979355499475, -4111.366383027646, -3958.472539105217, -4091.348328931347, -4007.1422276616468, -4118.875480232736, -3978.35689939849, -3978.229776959075, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4059.292522593668, -4037.1469366554884, -3918.317962340625, -4120.478959954982, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.6728193006325, -3949.5950457243484, -4039.4392907969464, -4032.919348233875, -3898.3738666254685, -3900.2654600265314, -4081.9849962271487, -4042.984785000058, -4002.3536422014004, -4012.70988653292, -4046.2312757107134, -4026.1020034708963, -4035.3133472011577, -4070.9569829034162, -4023.505238009574, -4095.6484397095383]

score_vector_mmhc=[-4194.956608930506, -3910.119318541228, -4080.2326381643443, -3960.9384819044, -4023.295234825186, -3935.505953967456, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.394976240605, -4201.139536188085, -4150.1405635100655, -4015.724109042112, -4028.0520664951873, -3985.4569380886855, -4046.4758467065867, -3994.0971740721134, -4097.309509551735, -4076.840386042695, -4041.4263431143436, -3987.510102685698, -3946.9928716670497, -4019.168451935291, -3975.03249004029, -4049.848313005556, -4074.4725076547456, -4147.107440093331, -3956.135658752705, -3904.781370450238, -4050.357323372238, -4067.1207484863407, -3959.660563035895, -4011.4493733841528, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3950.743894477219, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4017.6875682239906, -4052.7158318099973, -3987.076198733629, -4022.644615442712, -4023.1211794490496, -4047.085465564983, -3989.1966499323344, -4128.591139761941, -4037.6014739598613, -4327.149908735186, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4041.9398481768762, -4105.2736286381, -4024.4895710196415, -3986.674157399859, -4030.9403205568874, -4071.7833965043637, -3985.0117079148554, -4076.179659443175, -3985.3639152906608, -3979.979355499475, -4109.456541527631, -3958.4725391052175, -4090.0768508645633, -4007.1422276616468, -4116.282108996671, -3978.35689939849, -3978.2297769590746, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4059.2925225936674, -4037.1469366554884, -3916.978994062067, -4120.14530159166, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.672819300632, -3945.688136284275, -4039.4392907969464, -4032.919348233876, -3898.3738666254685, -3900.0706999264776, -4081.984996227149, -4070.5594186216263, -4002.2298953244494, -4063.6213868911, -4072.8675000735757, -4026.102003470896, -3945.883270155676, -4070.9569829034162, -4021.218986402736, -4095.6484397095373]

score_vector_greedySP=[-4194.956608930505, -3964.867468328634, -4080.2326381643443, -3964.303019874047, -4023.295234825185, -3935.5059539674558, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.7691000700142, -4111.938392949647, -4150.1405635100655, -4015.724109042112, -4028.9808733785508, -3985.816624441811, -4048.319682184593, -3994.0971740721134, -4097.489068550179, -4076.8403860426943, -4041.426343114343, -3987.510102685698, -3946.9928716670493, -4019.1684519352907, -3975.03249004029, -4049.848313005556, -4075.384538181214, -4170.285069180282, -3956.1356587527052, -3904.7813704502382, -4050.3573233722373, -4067.1207484863407, -4056.071210349688, -4011.449373384153, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3951.1734773505905, -4028.9206898756865, -3905.479647190747, -4069.274329670797, -4018.4283823733213, -4052.7158318099973, -3987.303976273767, -4027.1520854643763, -4023.1211794490496, -4047.085465564983, -3990.607256557838, -4128.591139761942, -4037.6014739598613, -4327.149908735185, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4042.005598472769, -4105.2736286381005, -4024.4895710196415, -3986.6741573998584, -4031.1219466452485, -4092.980164753127, -4033.7399025043273, -4105.956781893626, -3985.3639152906617, -3979.979355499475, -4111.366383027646, -3958.472539105217, -4091.348328931347, -4007.1422276616468, -4118.875480232736, -4058.2994327518045, -3978.229776959075, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4062.620396490798, -4061.3430752962668, -3918.317962340625, -4120.478959954982, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.6728193006325, -3949.5950457243484, -4039.4392907969464, -4032.919348233875, -3898.3738666254685, -3900.2654600265314, -4081.9849962271487, -4018.189325228539, -4002.3536422014004, -4012.70988653292, -4046.2312757107134, -4026.1020034708963, -3932.369856661444, -4070.9569829034162, -4027.97016728232, -4095.6484397095383]

score_vector_gis=[-4194.956608930505, -3910.1193185412276, -4080.2326381643443, -3960.9384819044, -4023.295234825185, -3935.5059539674558, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.394976240605, -4107.311431348474, -4150.1405635100655, -4015.724109042112, -4028.052066495187, -3985.4569380886855, -4046.4758467065867, -3994.0971740721134, -4097.309509551735, -4076.8403860426943, -4041.426343114343, -3987.510102685698, -3946.9928716670493, -4019.1684519352907, -3975.03249004029, -4049.848313005556, -4074.472507654745, -4076.2322318356864, -3956.1356587527052, -3904.7813704502382, -4050.3573233722373, -4067.1207484863407, -3959.430612240856, -4011.449373384153, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3950.743894477219, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4017.6875682239906, -4052.7158318099973, -3987.076198733629, -4024.044618404384, -4023.1211794490496, -4047.085465564983, -3989.1966499323353, -4128.4688299009695, -4037.6014739598613, -4238.789890502765, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4041.9398481768762, -4105.2736286381005, -4023.9293140777872, -3986.6741573998584, -4030.940320556888, -4071.7833965043637, -3968.3636348301825, -4076.179659443175, -3985.3639152906617, -3979.979355499475, -4109.456541527632, -3958.472539105217, -4090.0768508645633, -4007.1422276616468, -4116.282108996671, -3978.35689939849, -3978.229776959075, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4059.292522593668, -4037.1469366554884, -3916.9789940620676, -4120.1453015916595, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.6728193006325, -3945.688136284275, -4039.4392907969464, -4032.919348233875, -3898.3738666254685, -3900.0706999264785, -4081.9849962271487, -4018.189325228539, -4001.714687670075, -4012.70988653292, -4045.8677416928526, -4026.1020034708963, -3933.3199562429995, -4070.060250087543, -4021.218986402736, -4095.6484397095383]

score_vector_gies=[-4194.956608930506, -3910.119318541228, -4080.2326381643443, -3960.9384819044, -4023.295234825186, -3935.505953967456, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.394976240605, -4107.311431348475, -4150.1405635100655, -4015.724109042112, -4028.0520664951873, -3985.4569380886855, -4046.4758467065867, -3994.0971740721134, -4097.309509551735, -4076.840386042695, -4041.4263431143436, -3987.510102685698, -3946.9928716670497, -4019.168451935291, -3975.03249004029, -4049.848313005556, -4074.4725076547456, -4076.2322318356864, -3956.135658752705, -3904.781370450238, -4050.357323372238, -4067.1207484863407, -3958.853007277602, -4011.4493733841528, -4053.0304590221094, -4049.2132372249293, -3956.4421751309646, -4073.0591444950805, -3950.743894477219, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4017.6875682239906, -4052.7158318099973, -3987.076198733629, -4022.644615442712, -4023.1211794490496, -4047.085465564983, -3989.1966499323344, -4128.4688299009695, -4037.6014739598613, -4238.789890502765, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4041.9398481768762, -4105.2736286381, -4023.9293140777872, -3986.674157399859, -4030.9403205568874, -4071.7833965043637, -3968.3636348301816, -4076.179659443175, -3985.3639152906608, -3979.979355499475, -4109.456541527631, -3958.4725391052175, -4090.0768508645633, -4007.1422276616468, -4116.282108996671, -3978.35689939849, -3978.2297769590746, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4059.2925225936674, -4037.1469366554884, -3916.978994062067, -4120.14530159166, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.672819300632, -3945.688136284275, -4039.4392907969464, -4032.919348233876, -3898.3738666254685, -3900.0706999264776, -4081.984996227149, -4018.189325228539, -4001.714687670075, -4012.709886532921, -4045.867741692853, -4026.102003470896, -3929.9253551046886, -4070.060250087543, -4021.218986402736, -4095.6484397095373]

score_vector_ske=[-4194.956608930505, -3910.1193185412276, -4080.2326381643443, -3960.9384819044, -4023.295234825185, -3935.5059539674558, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.7691000700142, -4107.311431348474, -4150.1405635100655, -4015.724109042112, -4028.9808733785508, -3985.816624441811, -4048.319682184593, -3994.0971740721134, -4097.489068550179, -4076.8403860426943, -4041.426343114343, -3987.510102685698, -3946.9928716670493, -4019.1684519352907, -3975.03249004029, -4049.848313005556, -4075.384538181214, -4076.2322318356864, -3956.1356587527052, -3904.7813704502382, -4050.3573233722373, -4067.1207484863407, -3960.5152636608223, -4011.449373384153, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3951.1734773505905, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4018.4283823733213, -4052.7158318099973, -3987.303976273767, -4027.1520854643763, -4023.1211794490496, -4047.085465564983, -3990.607256557838, -4128.591139761942, -4037.6014739598613, -4301.99283823372, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4042.005598472769, -4105.2736286381005, -4024.4895710196415, -3986.6741573998584, -4031.1219466452485, -4071.7833965043637, -3968.3636348301825, -4076.179659443175, -3985.3639152906617, -3979.979355499475, -4111.366383027646, -3958.472539105217, -4091.348328931347, -4007.1422276616468, -4118.875480232736, -3978.35689939849, -3978.229776959075, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4059.292522593668, -4037.1469366554884, -3918.317962340625, -4120.478959954982, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.6728193006325, -3949.5950457243484, -4039.4392907969464, -4032.919348233875, -3898.3738666254685, -3900.2654600265314, -4081.9849962271487, -4018.189325228539, -4002.3536422014004, -4012.70988653292, -4046.2312757107134, -4026.1020034708963, -3932.369856661444, -4070.9569829034162, -4023.505238009574, -4095.6484397095383]

score_vector_gis_rec_phased_b=[-4194.956608930505, -3910.1193185412276, -4080.2326381643443, -3960.9384819044, -4023.295234825185, -3935.5059539674558, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.394976240605, -4107.311431348474, -4150.1405635100655, -4015.724109042112, -4028.052066495187, -3985.4569380886855, -4046.4758467065867, -3994.0971740721134, -4097.309509551735, -4076.8403860426943, -4041.426343114343, -3987.510102685698, -3946.9928716670493, -4019.1684519352907, -3975.03249004029, -4049.848313005556, -4074.472507654745, -4076.2322318356864, -3956.1356587527052, -3904.7813704502382, -4050.3573233722373, -4067.1207484863407, -3958.853007277602, -4011.449373384153, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3950.743894477219, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4017.6875682239906, -4052.7158318099973, -3987.076198733629, -4022.644615442712, -4023.1211794490496, -4047.085465564983, -3989.1966499323353, -4128.4688299009695, -4037.6014739598613, -4238.789890502765, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4041.9398481768762, -4105.2736286381005, -4023.9293140777872, -3986.6741573998584, -4030.940320556888, -4071.7833965043637, -3968.3636348301825, -4076.179659443175, -3985.3639152906617, -3979.979355499475, -4109.456541527632, -3958.472539105217, -4090.0768508645633, -4007.1422276616468, -4116.282108996671, -3978.35689939849, -3978.229776959075, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4059.292522593668, -4037.1469366554884, -3916.9789940620676, -4120.1453015916595, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.6728193006325, -3945.688136284275, -4039.4392907969464, -4032.919348233875, -3898.3738666254685, -3900.0706999264785, -4081.9849962271487, -4018.189325228539, -4001.714687670075, -4012.70988653292, -4045.8677416928526, -4026.1020034708963, -3929.9253551046886, -4070.060250087543, -4021.218986402736, -4095.6484397095383]

score_vector_true=[-4194.956608930506, -3910.1193185412276, -4080.2326381643443, -3960.9384819044, -4023.295234825186, -3935.5059539674558, -3934.0236037046234, -4118.1675390009095, -4087.706452629512, -4031.535207951003, -3973.9268166529623, -3971.238964547917, -4024.7691000700142, -4107.311431348475, -4150.1405635100655, -4015.724109042112, -4028.9808733785508, -3985.816624441811, -4048.319682184593, -3994.0971740721134, -4097.489068550179, -4076.840386042695, -4041.426343114343, -3987.510102685698, -3946.9928716670493, -4019.168451935291, -3975.03249004029, -4049.848313005556, -4075.384538181214, -4077.4983874698155, -3956.135658752705, -3904.7813704502382, -4050.3573233722373, -4067.1207484863403, -3960.5152636608223, -4011.4493733841528, -4053.0304590221094, -4049.2132372249293, -3956.442175130965, -4073.0591444950805, -3951.1734773505905, -4028.9206898756865, -3905.479647190747, -4055.091417422565, -4018.4283823733213, -4052.7158318099973, -3987.303976273767, -4027.1520854643763, -4023.1211794490496, -4047.085465564983, -3990.607256557837, -4128.591139761942, -4037.6014739598613, -4238.789890502765, -4079.117564086055, -3935.938200434151, -4114.074271903707, -4042.005598472769, -4105.2736286381005, -4024.4895710196415, -3986.6741573998584, -4031.121946645249, -4071.7833965043637, -3968.3636348301816, -4076.179659443175, -3985.3639152906617, -3979.979355499475, -4111.366383027646, -3958.472539105217, -4091.348328931347, -4007.1422276616468, -4118.875480232736, -3978.35689939849, -3978.2297769590746, -4009.2088912175577, -4056.969057118245, -4042.4862564494088, -4062.6203964907977, -4037.1469366554884, -3918.317962340625, -4120.478959954982, -4092.3838439326105, -4016.8272626129465, -4108.311417678564, -3956.672819300632, -3949.5950457243484, -4039.4392907969464, -4032.919348233876, -3898.3738666254685, -3900.0706999264785, -4081.9849962271487, -4018.189325228539, -4002.3536422014004, -4015.8418652970686, -4046.231275710714, -4026.102003470896, -3932.369856661444, -4070.9569829034162, -4023.505238009574, -4095.6484397095373]
step_vector_greedySP=[]

step_vector_gis=[3, 7, 1, 9, 1, 2, 0, 2, 5, 6, 1, 0, 1, 16, 2, 0, 5, 4, 4, 0, 1, 5, 1, 2, 2, 1, 1, 6, 1, 26, 1, 3, 4, 4, 8, 6, 1, 3, 5, 2, 3, 1, 0, 4, 2, 2, 1, 5, 0, 2, 3, 6, 9, 16, 0, 0, 9, 1, 2, 13, 2, 3, 5, 13, 5, 1, 1, 11, 5, 2, 5, 2, 4, 2, 0, 0, 0, 5, 9, 9, 3, 1, 1, 1, 4, 3, 2, 2, 1, 3, 2, 5, 4, 5, 10, 5, 12, 5, 8, 6]

step_vector_ske=[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]

step_vector_gis_rec_phased_b=[3, 5, 1, 3, 1, 2, 0, 2, 3, 4, 1, 0, 1, 4, 2, 0, 3, 4, 3, 0, 1, 3, 1, 2, 2, 1, 1, 4, 1, 7, 1, 3, 2, 4, 6, 4, 1, 3, 3, 2, 2, 1, 0, 2, 2, 2, 1, 3, 0, 2, 3, 4, 3, 4, 0, 0, 3, 1, 2, 5, 2, 3, 3, 5, 3, 1, 1, 5, 3, 2, 3, 2, 2, 2, 0, 0, 0, 3, 3, 5, 3, 1, 1, 1, 2, 3, 2, 2, 1, 3, 2, 3, 3, 3, 6, 3, 4, 3, 4, 4]

skeleton_result_vector=[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]

