
score_vector_ske=[-4634.110173269927, -4806.176408847405, -5647.137073601898, -4736.9464861357965, -4413.449070477392, -4753.05443621166, -4719.120089987211, -4872.32129904525, -5099.4500072293795, -4863.79535079649, -4945.300143069075, -4530.691456427024, -5158.370493235236, -4845.196387016495, -4938.830437695788, -4984.641673108553, -5142.256840328169, -4920.953301421851, -5174.535299888309, -5091.451224951061, -5264.876922812689, -4532.685901962812, -4801.425120385642, -4855.59503997414, -4668.303368306038, -4908.582603141102, -4601.620765305307, -5050.905074628422, -4861.19351423179, -4843.864432329261, -4575.112364679198, -4835.682688980373, -4786.036358917543, -4426.724081672832, -5586.481639430775, -5027.10392090457, -5156.80364595767, -5240.563946641329, -4866.168777535395, -4963.852100470934, -4944.902857295998, -4745.046863810242, -5505.335857676431, -4750.759887968205, -4581.599541246282, -4463.428720177148, -4756.281643490299, -4876.284259307631, -5146.90881556921, -4571.092185391575, -4882.122029879809, -4816.063120869797, -4515.415333292079, -5199.0089016265865, -4478.461076936536, -4654.57245328777, -5027.916245716125, -4368.857296212109, -5071.754460250342, -4623.848629470135, -5097.36109919829, -4412.913667462706, -4933.865370124167, -4679.3766168700795, -4507.55877636045, -4956.812784676193, -4321.453567601586, -4950.484080901411, -4523.807608054628, -5371.980845619908, -4745.664574668756, -4534.357586415176, -4882.561684647746, -4363.335352108691, -4391.021164259758, -5358.5353363189115, -6150.989210312372, -4652.331282816208, -4700.0862814263, -4742.830054156473, -4527.883993327932, -4573.11875534874, -4387.477398107288, -5183.378997002885, -4842.788866206075, -4420.017673902025, -4763.196323262669, -4596.413012898407, -4771.696882900673, -5182.6228654569595, -4734.599678382852, -5641.176517566582, -4557.520521854624, -4696.292862376561, -4350.820693262756, -5221.075365045044, -4725.707409950617, -4918.611942451458, -4523.062248682097, -4550.277809118142]

score_vector_true=[-4055.408865504984, -4087.095849109309, -4218.945724200753, -4177.713619798976, -4079.4967504063216, -4095.7171730018363, -4084.0228362144812, -4205.940360631702, -4004.661963091356, -4271.813387283627, -4145.13691228626, -4132.574915162529, -4041.2112203307024, -4032.8462057490215, -4071.871077850238, -3961.374379923878, -4037.393831115237, -4087.0884163949704, -4107.336167665442, -4191.912250717465, -4050.636724070083, -4043.9658523353173, -4037.7548468481014, -4166.353548117753, -4095.953108799059, -4148.717026566875, -4125.702086992815, -4126.479486032066, -4077.4481689685585, -4104.9795758128275, -4028.3279288019917, -4104.019070964566, -4064.6457724772285, -4157.36810746026, -4089.4909943712773, -4168.849390503403, -4150.9184800965895, -4073.612680422194, -4046.717129177801, -4053.6443830370954, -4064.8495549688864, -4060.0028255679554, -4023.4418015273786, -3998.7655622002703, -4128.897147546955, -4140.4602916415015, -4041.588049271493, -4077.519953877881, -4258.554105891341, -4153.507801755778, -4035.8540856033524, -4205.122012523464, -4186.221366088972, -4071.292595774993, -3950.6096062749416, -3963.773840106024, -4224.907270635827, -4153.962909951206, -4100.236796308539, -4060.7732948981266, -4178.335796057561, -4098.833968881445, -4049.6440505749656, -4088.332670473574, -4133.346064924515, -4101.895420734161, -4082.846827476617, -4183.78626861302, -4067.775322411684, -4065.266506491057, -4036.999541155416, -3977.707832491713, -4165.571725894702, -3996.6380783932395, -3963.7936765901995, -4033.065990930193, -4079.2198237805014, -4114.330710090769, -4050.625225496116, -4018.4698311575885, -4130.658590524408, -4112.97009157654, -4059.879736857783, -4101.214335694807, -4042.501849986323, -4193.812395265411, -4228.048623794935, -4156.273442603194, -4147.945681981894, -4112.433712375867, -4082.5959842081334, -4178.436876166309, -4092.377366694487, -4123.751465079365, -4061.5450275748613, -4047.8291705357733, -4022.3478896396323, -4153.335624204172, -3958.32551086154, -3922.73576198001]
step_vector_greedySP=[]

step_vector_ske=[5, 5, 3, 2, 4, 3, 6, 4, 3, 4, 7, 2, 3, 7, 5, 1, 4, 1, 3, 2, 4, 4, 3, 3, 3, 7, 1, 4, 4, 3, 3, 5, 8, 4, 0, 3, 4, 5, 5, 8, 1, 5, 1, 4, 3, 1, 1, 1, 3, 3, 2, 0, 8, 3, 3, 4, 7, 3, 4, 3, 6, 7, 3, 2, 10, 4, 11, 4, 4, 1, 4, 7, 1, 6, 2, 6, 3, 6, 4, 5, 5, 7, 5, 5, 2, 6, 6, 3, 1, 3, 4, 3, 7, 7, 9, 5, 2, 3, 4, 3]

skeleton_result_vector=[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

